lsoa21cd,domain_supermarket_proximity,domain_supermarket_accessibility,domain_ecommerce_access,domain_socio_demographic,domain_nonsupermarket_proximity,domain_food_for_families,domain_fuel_poverty,country,country_denominator,combined,pp_dec_domain_supermarket_proximity,pp_dec_domain_supermarket_accessibility,pp_dec_domain_ecommerce_access,pp_dec_domain_socio_demographic,pp_dec_domain_nonsupermarket_proximity,pp_dec_domain_food_for_families,pp_dec_domain_fuel_poverty,pp_dec_combined
E01012838,20956,26640.0,949.0,1557,15638,2489,2611.0,E,33755,1898,7,8.0,1.0,1,5,1,1.0,1
E01012839,26364,27851.0,9458.0,10992,13134,2260,11447.0,E,33755,7763,8,9.0,3.0,4,4,1,4.0,3
E01012840,30777,31966.0,949.0,1553,16915,1840,5357.0,E,33755,12060,10,10.0,1.0,1,6,1,2.0,4
E01012841,23548,28710.0,949.0,1045,15560,643,894.0,E,33755,2844,7,9.0,1.0,1,5,1,1.0,1
E01012842,21422,28081.0,949.0,2161,11383,991,2077.0,E,33755,1853,7,9.0,1.0,1,4,1,1.0,1
E01012843,26742,29119.0,949.0,887,13956,559,3916.0,E,33755,4286,8,9.0,1.0,1,5,1,2.0,2
E01012844,24932,30665.0,949.0,354,15876,1103,1263.0,E,33755,4776,8,10.0,1.0,1,5,1,1.0,2
E01012845,26587,26768.0,949.0,925,11770,1058,2163.0,E,33755,2607,8,8.0,1.0,1,4,1,1.0,1
E01012846,27874,31417.0,949.0,2053,12213,544,4742.0,E,33755,7158,9,10.0,1.0,1,4,1,2.0,3
E01012847,22487,26321.0,949.0,1573,11470,905,1748.0,E,33755,1427,7,8.0,1.0,1,4,1,1.0,1
E01012848,16071,29500.0,9458.0,5554,17550,2083,2243.0,E,33755,3837,5,9.0,3.0,2,6,1,1.0,2
E01012849,23018,28621.0,949.0,4247,16484,722,5306.0,E,33755,3764,7,9.0,1.0,2,5,1,2.0,2
E01012850,32006,33450.0,9458.0,756,26985,366,134.0,E,33755,22451,10,10.0,3.0,1,8,1,1.0,7
E01012852,30896,31877.0,949.0,723,30078,1188,810.0,E,33755,17400,10,10.0,1.0,1,9,1,1.0,6
E01012854,31647,30132.0,949.0,276,31303,534,4221.0,E,33755,18029,10,9.0,1.0,1,10,1,2.0,6
E01012855,26094,29776.0,949.0,119,29988,297,3337.0,E,33755,10490,8,9.0,1.0,1,9,1,1.0,4
E01012856,17620,30305.0,949.0,231,26617,570,3276.0,E,33755,5745,6,9.0,1.0,1,8,1,1.0,2
E01012857,32690,33234.0,949.0,163,26714,277,1927.0,E,33755,21846,10,10.0,1.0,1,8,1,1.0,7
E01012858,29561,32266.0,949.0,1287,26165,1224,5430.0,E,33755,14649,9,10.0,1.0,1,8,1,2.0,5
E01012859,32390,33145.0,949.0,894,32758,199,88.0,E,33755,26311,10,10.0,1.0,1,10,1,1.0,8
E01012860,27706,33301.0,9458.0,13868,29039,710,11710.0,E,33755,23536,9,10.0,3.0,5,9,1,4.0,7
E01012862,28329,30896.0,949.0,1065,32328,285,1793.0,E,33755,16864,9,10.0,1.0,1,10,1,1.0,5
E01012863,28791,33295.0,9458.0,9003,31656,671,4150.0,E,33755,24259,9,10.0,3.0,3,10,1,2.0,8
E01012864,31928,32482.0,9458.0,2611,32810,152,203.0,E,33755,25394,10,10.0,3.0,1,10,1,1.0,8
E01012865,32272,33355.0,949.0,4671,31761,78,1984.0,E,33755,25951,10,10.0,1.0,2,10,1,1.0,8
E01012866,30504,33535.0,31672.0,7713,25848,2532,1637.0,E,33755,28914,10,10.0,10.0,3,8,1,1.0,9
E01012867,23127,32332.0,949.0,1596,25704,1195,902.0,E,33755,9796,7,10.0,1.0,1,8,1,1.0,3
E01012868,29939,33390.0,31672.0,8043,25070,2601,1987.0,E,33755,27993,9,10.0,10.0,3,8,1,1.0,9
E01012869,30650,32519.0,31672.0,5126,24360,2291,1901.0,E,33755,25910,10,10.0,10.0,2,8,1,1.0,8
E01012870,27853,33445.0,31672.0,7563,24970,2744,1840.0,E,33755,27068,9,10.0,10.0,3,8,1,1.0,9
E01012871,23654,32212.0,31672.0,4434,24874,1915,1279.0,E,33755,21508,8,10.0,10.0,2,8,1,1.0,7
E01012872,31973,33741.0,31672.0,5213,25767,2269,753.0,E,33755,30298,10,10.0,10.0,2,8,1,1.0,9
E01012873,32215,33487.0,949.0,699,21975,350,683.0,E,33755,19867,10,10.0,1.0,1,7,1,1.0,6
E01012874,27606,31470.0,949.0,999,24899,270,1524.0,E,33755,9842,9,10.0,1.0,1,8,1,1.0,3
E01012875,30772,31325.0,949.0,514,18639,180,1778.0,E,33755,10169,10,10.0,1.0,1,6,1,1.0,4
E01012876,28666,28741.0,949.0,541,19617,512,2066.0,E,33755,5978,9,9.0,1.0,1,6,1,1.0,2
E01012877,19840,25614.0,949.0,599,21839,611,691.0,E,33755,1906,6,8.0,1.0,1,7,1,1.0,1
E01012878,31114,32353.0,949.0,747,23396,519,1690.0,E,33755,14398,10,10.0,1.0,1,7,1,1.0,5
E01012879,26238,30009.0,949.0,330,23912,261,2811.0,E,33755,6978,8,9.0,1.0,1,8,1,1.0,3
E01012880,31319,32973.0,949.0,509,19245,507,658.0,E,33755,14871,10,10.0,1.0,1,6,1,1.0,5
E01012881,23289,33300.0,949.0,1663,16871,1239,1170.0,E,33755,10001,7,10.0,1.0,1,5,1,1.0,3
E01012882,18745,26015.0,18707.0,19440,14633,1886,19340.0,E,33755,11035,6,8.0,6.0,6,5,1,6.0,4
E01012883,17109,28960.0,949.0,9278,16453,2336,27425.0,E,33755,11265,6,9.0,1.0,3,5,1,9.0,4
E01012884,24517,30997.0,949.0,4359,16369,1822,7265.0,E,33755,6801,8,10.0,1.0,2,5,1,3.0,3
E01012886,19962,32782.0,9458.0,5097,21898,1771,11338.0,E,33755,12624,6,10.0,3.0,2,7,1,4.0,4
E01012887,15911,27963.0,949.0,926,16973,950,2446.0,E,33755,1576,5,9.0,1.0,1,6,1,1.0,1
E01012888,31791,33718.0,9458.0,558,22880,1646,542.0,E,33755,22325,10,10.0,3.0,1,7,1,1.0,7
E01012889,32247,33587.0,949.0,73,29198,616,419.0,E,33755,23860,10,10.0,1.0,1,9,1,1.0,8
E01012891,26102,32628.0,949.0,428,30473,576,21.0,E,33755,15261,8,10.0,1.0,1,10,1,1.0,5
E01012892,29319,33616.0,9458.0,1805,31430,208,222.0,E,33755,24060,9,10.0,3.0,1,10,1,1.0,8
E01012893,30427,31955.0,949.0,205,32276,256,282.0,E,33755,19960,10,10.0,1.0,1,10,1,1.0,6
E01012894,18585,31646.0,949.0,6450,19936,2628,4986.0,E,33755,6779,6,10.0,1.0,2,6,1,2.0,3
E01012896,30565,32714.0,18707.0,11857,21071,1492,11743.0,E,33755,21785,10,10.0,6.0,4,7,1,4.0,7
E01012898,28276,32972.0,949.0,1803,19981,1621,5394.0,E,33755,13180,9,10.0,1.0,1,6,1,2.0,4
E01012899,23562,33297.0,9458.0,10912,24455,2483,6131.0,E,33755,17311,7,10.0,3.0,4,8,1,2.0,6
E01012900,28437,32361.0,949.0,1823,25435,1667,702.0,E,33755,12764,9,10.0,1.0,1,8,1,1.0,4
E01012901,26038,33471.0,9458.0,12275,22029,1966,10814.0,E,33755,19752,8,10.0,3.0,4,7,1,4.0,6
E01012902,27554,33422.0,18707.0,16945,23583,1986,13814.0,E,33755,24471,9,10.0,6.0,6,7,1,5.0,8
E01012903,30067,33611.0,9458.0,2767,25344,1583,1306.0,E,33755,20859,9,10.0,3.0,1,8,1,1.0,7
E01012904,12071,31574.0,17166.0,12719,23545,1851,13761.0,E,33755,12693,4,10.0,6.0,4,7,1,5.0,4
E01012905,30209,28057.0,949.0,2911,30820,2402,6029.0,E,33755,14664,9,9.0,1.0,1,10,1,2.0,5
E01012906,25033,25486.0,949.0,1719,30572,3390,3680.0,E,33755,8621,8,8.0,1.0,1,10,2,2.0,3
E01012907,17790,26836.0,9458.0,6274,29296,2699,15041.0,E,33755,10159,6,8.0,3.0,2,9,1,5.0,4
E01012908,15370,25189.0,949.0,4557,28565,3106,5393.0,E,33755,4691,5,8.0,1.0,2,9,1,2.0,2
E01012909,8692,27318.0,18707.0,23068,22516,2542,29414.0,E,33755,20450,3,9.0,6.0,7,7,1,9.0,7
E01012910,26617,31358.0,18707.0,22125,30313,1390,16339.0,E,33755,25115,8,10.0,6.0,7,9,1,5.0,8
E01012911,11396,28905.0,18707.0,26428,23422,2296,33046.0,E,33755,29173,4,9.0,6.0,8,7,1,10.0,9
E01012912,27498,29764.0,17166.0,19749,28708,829,23165.0,E,33755,23876,9,9.0,6.0,6,9,1,7.0,8
E01012913,24710,30926.0,18707.0,9667,22112,200,5857.0,E,33755,12317,8,10.0,6.0,3,7,1,2.0,4
E01012914,25604,32109.0,31672.0,21060,22922,2070,4046.0,E,33755,25582,8,10.0,10.0,7,7,1,2.0,8
E01012915,23500,33110.0,949.0,2070,18723,1526,2847.0,E,33755,10165,7,10.0,1.0,1,6,1,1.0,4
E01012916,20769,28934.0,18707.0,15703,20452,1936,14620.0,E,33755,12259,7,9.0,6.0,5,7,1,5.0,4
E01012917,29020,33063.0,949.0,2105,20026,1107,3444.0,E,33755,13681,9,10.0,1.0,1,6,1,2.0,5
E01012918,30524,33128.0,9458.0,2765,22003,189,1591.0,E,33755,17173,10,10.0,3.0,1,7,1,1.0,6
E01012919,9973,14443.0,27352.0,32368,9408,30109,24451.0,E,33755,30009,3,5.0,9.0,10,3,9,8.0,9
E01012921,4704,28760.0,23805.0,29106,7896,30392,27486.0,E,33755,29724,2,9.0,8.0,9,3,10,9.0,9
E01012922,594,308.0,7905.0,30155,133,32399,18417.0,E,33755,20928,1,1.0,3.0,9,1,10,6.0,7
E01012923,2073,3805.0,27352.0,31708,3750,30652,15527.0,E,33755,24989,1,2.0,9.0,10,2,10,5.0,8
E01012924,10081,27925.0,23805.0,31424,8165,26300,31024.0,E,33755,31164,3,9.0,8.0,10,3,8,10.0,10
E01012925,1639,20039.0,23805.0,33159,3798,31274,16780.0,E,33755,29721,1,6.0,8.0,10,2,10,5.0,9
E01012926,643,23150.0,5759.0,28882,2713,31431,24813.0,E,33755,24149,1,7.0,2.0,9,1,10,8.0,8
E01012927,2889,7585.0,23805.0,32151,7734,30090,24834.0,E,33755,27470,1,3.0,8.0,10,3,9,8.0,9
E01012928,16513,13858.0,42.0,1341,21711,33458,4358.0,E,33755,18519,5,5.0,1.0,1,7,10,2.0,6
E01012929,29641,24971.0,3149.0,11814,26398,33464,8519.0,E,33755,29497,9,8.0,1.0,4,8,10,3.0,9
E01012930,17914,25625.0,5418.0,16231,25356,33496,13624.0,E,33755,28163,6,8.0,2.0,5,8,10,5.0,9
E01012931,27318,25110.0,42.0,1438,25242,33490,5307.0,E,33755,26499,9,8.0,1.0,1,8,10,2.0,8
E01012932,22758,16153.0,42.0,3906,23738,33452,3571.0,E,33755,21838,7,5.0,1.0,2,8,10,2.0,7
E01012933,2722,3769.0,5418.0,20801,5913,33550,18911.0,E,33755,21233,1,2.0,2.0,7,2,10,6.0,7
E01012934,13177,13325.0,5418.0,12619,17648,33472,13980.0,E,33755,21840,4,4.0,2.0,4,6,10,5.0,7
E01012935,8804,20619.0,5418.0,21566,23394,33501,27275.0,E,33755,29945,3,7.0,2.0,7,7,10,9.0,9
E01012936,20932,27501.0,42.0,9407,30035,33481,13390.0,E,33755,29415,7,9.0,1.0,3,9,10,4.0,9
E01012937,1948,19904.0,5418.0,18328,8108,33561,12025.0,E,33755,21693,1,6.0,2.0,6,3,10,4.0,7
E01012939,5049,9893.0,5418.0,24484,15077,33542,28706.0,E,33755,28808,2,3.0,2.0,8,5,10,9.0,9
E01012940,7394,18591.0,5418.0,15744,19795,33511,22490.0,E,33755,25950,3,6.0,2.0,5,6,10,7.0,8
E01012941,15687,17476.0,42.0,13860,22367,33505,21464.0,E,33755,26146,5,6.0,1.0,5,7,10,7.0,8
E01012942,5756,21231.0,42.0,19053,17786,33526,16718.0,E,33755,24599,2,7.0,1.0,6,6,10,5.0,8
E01012943,32963,28303.0,3149.0,5973,30704,33440,3928.0,E,33755,32295,10,9.0,1.0,2,10,10,2.0,10
E01012944,32622,32694.0,42.0,464,33001,33446,38.0,E,33755,33308,10,10.0,1.0,1,10,10,1.0,10
E01012945,33439,31345.0,3149.0,3952,32707,33437,1324.0,E,33755,33364,10,10.0,1.0,2,10,10,1.0,10
E01012946,23037,23365.0,42.0,1724,19853,33410,3910.0,E,33755,22097,7,7.0,1.0,1,6,10,2.0,7
E01012947,32349,25487.0,5418.0,13310,30855,33420,10906.0,E,33755,32336,10,8.0,2.0,4,10,10,4.0,10
E01012948,33175,32357.0,42.0,185,33572,33432,333.0,E,33755,33554,10,10.0,1.0,1,10,10,1.0,10
E01012949,31332,22178.0,42.0,3341,28531,33427,4505.0,E,33755,28951,10,7.0,1.0,1,9,10,2.0,9
E01012950,22250,9525.0,5418.0,22846,22780,33405,29515.0,E,33755,30909,7,3.0,2.0,7,7,10,9.0,10
E01012951,29723,25498.0,42.0,4740,31071,33416,2815.0,E,33755,29856,9,8.0,1.0,2,10,10,1.0,9
E01012952,28684,29610.0,3149.0,4229,31452,33460,1310.0,E,33755,30923,9,9.0,1.0,2,10,10,1.0,10
E01012953,14395,30458.0,23805.0,24858,27497,22993,26881.0,E,33755,29276,5,10.0,8.0,8,9,7,8.0,9
E01012954,11481,31091.0,17166.0,26326,27549,28013,21738.0,E,33755,28995,4,10.0,6.0,8,9,9,7.0,9
E01012955,24003,31514.0,23805.0,22565,29168,23645,26378.0,E,33755,30989,8,10.0,8.0,7,9,8,8.0,10
E01012956,20347,30281.0,23805.0,22766,29635,27286,21358.0,E,33755,29911,7,9.0,8.0,7,9,9,7.0,9
E01012957,31542,33483.0,31672.0,17742,32696,25487,19589.0,E,33755,33642,10,10.0,10.0,6,10,8,6.0,10
E01012958,12719,30476.0,16498.0,28352,27921,28056,23685.0,E,33755,30049,4,10.0,5.0,9,9,9,8.0,9
E01012959,20753,27874.0,23805.0,23802,24655,20117,23553.0,E,33755,25576,7,9.0,8.0,8,8,6,7.0,8
E01012960,28194,31259.0,23805.0,19675,30970,24899,26711.0,E,33755,31996,9,10.0,8.0,6,10,8,8.0,10
E01012961,13684,29416.0,16498.0,19118,27786,27982,27810.0,E,33755,28275,5,9.0,5.0,6,9,9,9.0,9
E01012962,20108,27962.0,23805.0,26566,28692,23232,28779.0,E,33755,30597,6,9.0,8.0,8,9,7,9.0,10
E01012963,19828,31172.0,949.0,7447,28959,26735,12085.0,E,33755,21081,6,10.0,1.0,3,9,8,4.0,7
E01012964,13332,31599.0,9458.0,10743,22810,19458,13317.0,E,33755,15111,4,10.0,3.0,4,7,6,4.0,5
E01012966,10256,16555.0,23805.0,18827,8323,30217,29114.0,E,33755,24111,4,5.0,8.0,6,3,9,9.0,8
E01012967,2715,1720.0,23805.0,31339,571,32823,22532.0,E,33755,28167,1,1.0,8.0,10,1,10,7.0,9
E01012968,2358,1949.0,23805.0,33503,986,32674,24211.0,E,33755,31648,1,1.0,8.0,10,1,10,8.0,10
E01012969,3051,1268.0,18707.0,28560,654,33087,17216.0,E,33755,23713,1,1.0,6.0,9,1,10,6.0,8
E01012970,11088,17045.0,23805.0,29984,1935,31757,25057.0,E,33755,28247,4,6.0,8.0,9,1,10,8.0,9
E01012972,26354,12465.0,23805.0,30184,1456,31854,22367.0,E,33755,29565,8,4.0,8.0,9,1,10,7.0,9
E01012974,28520,7925.0,18707.0,19627,2137,31734,18927.0,E,33755,22981,9,3.0,6.0,6,1,10,6.0,7
E01012975,15354,2572.0,7408.0,23850,28173,33061,29862.0,E,33755,30534,5,1.0,3.0,8,9,10,9.0,10
E01012976,18159,5744.0,4068.0,9675,29173,33058,10366.0,E,33755,22267,6,2.0,2.0,3,9,10,4.0,7
E01012978,24853,3093.0,7408.0,29648,31064,33016,31273.0,E,33755,33241,8,1.0,3.0,9,10,10,10.0,10
E01012979,26791,9410.0,7408.0,16155,31760,33029,11678.0,E,33755,28816,8,3.0,3.0,5,10,10,4.0,9
E01012980,28694,13213.0,4068.0,10167,31416,32991,9276.0,E,33755,27998,9,4.0,2.0,4,10,10,3.0,9
E01012981,886,172.0,14568.0,26171,1671,32945,11086.0,E,33755,18362,1,1.0,5.0,8,1,10,4.0,6
E01012982,30357,13128.0,8599.0,16277,32244,32986,13122.0,E,33755,30902,9,4.0,3.0,5,10,10,4.0,10
E01012983,13215,1499.0,14568.0,29135,27906,32957,30220.0,E,33755,31967,4,1.0,5.0,9,9,10,9.0,10
E01012984,3453,2158.0,14568.0,31207,8218,32858,25948.0,E,33755,28385,2,1.0,5.0,10,3,10,8.0,9
E01012985,3788,11753.0,8599.0,19173,9159,33119,14554.0,E,33755,18737,2,4.0,3.0,6,3,10,5.0,6
E01012986,693,10888.0,5418.0,19756,1828,33132,11467.0,E,33755,15905,1,4.0,2.0,6,1,10,4.0,5
E01012987,800,1126.0,7905.0,30330,2172,32807,23793.0,E,33755,24718,1,1.0,3.0,9,1,10,8.0,8
E01012988,278,30319.0,7905.0,26422,2007,32213,19554.0,E,33755,25557,1,9.0,3.0,8,1,10,6.0,8
E01012989,2107,8347.0,8599.0,25848,6514,32350,19436.0,E,33755,19389,1,3.0,3.0,8,2,10,6.0,6
E01012990,562,444.0,3817.0,27312,1134,33391,12486.0,E,33755,20200,1,1.0,2.0,9,1,10,4.0,6
E01012991,853,149.0,14568.0,25555,2672,33299,13916.0,E,33755,20731,1,1.0,5.0,8,1,10,5.0,7
E01012992,1945,1051.0,5418.0,20765,3702,33270,8523.0,E,33755,15287,1,1.0,2.0,7,2,10,3.0,5
E01012993,23818,4287.0,7408.0,18331,5596,23497,24267.0,E,33755,11456,8,2.0,3.0,6,2,7,8.0,4
E01012994,29581,5413.0,4068.0,11991,6746,21843,9165.0,E,33755,6752,9,2.0,2.0,4,2,7,3.0,3
E01012995,30107,15859.0,4068.0,10825,6576,20548,4309.0,E,33755,7266,9,5.0,2.0,4,2,7,2.0,3
E01012996,6602,1029.0,17166.0,30208,372,26418,29784.0,E,33755,22550,2,1.0,6.0,9,1,8,9.0,7
E01012997,33411,28458.0,261.0,8160,6964,18274,2088.0,E,33755,17295,10,9.0,1.0,3,3,6,1.0,6
E01012998,17362,3321.0,13499.0,27060,3858,23346,29687.0,E,33755,19478,6,1.0,4.0,9,2,7,9.0,6
E01012999,33402,26728.0,4068.0,6490,6950,18936,302.0,E,33755,16144,10,8.0,2.0,2,3,6,1.0,5
E01013000,31204,9175.0,949.0,4213,5860,15270,1070.0,E,33755,3528,10,3.0,1.0,2,2,5,1.0,2
E01013001,23333,13171.0,4068.0,14493,3200,24092,11672.0,E,33755,6398,7,4.0,2.0,5,1,8,4.0,2
E01013002,14276,1502.0,949.0,6683,2227,21510,2286.0,E,33755,381,5,1.0,1.0,2,1,7,1.0,1
E01013003,13548,2080.0,16498.0,12938,1408,23341,19778.0,E,33755,5688,5,1.0,5.0,4,1,7,6.0,2
E01013004,30372,20987.0,9458.0,9536,5988,18673,2777.0,E,33755,8381,9,7.0,3.0,3,2,6,1.0,3
E01013005,11918,26524.0,23805.0,26570,7022,27762,31327.0,E,33755,29318,4,8.0,8.0,8,3,9,10.0,9
E01013006,27497,33149.0,18707.0,16575,16958,23583,8040.0,E,33755,25507,9,10.0,6.0,5,6,7,3.0,8
E01013007,23285,32525.0,18707.0,16728,11208,26273,20118.0,E,33755,25455,7,10.0,6.0,5,4,8,6.0,8
E01013008,27213,33017.0,18707.0,18119,14767,25896,10447.0,E,33755,26409,9,10.0,6.0,6,5,8,4.0,8
E01013009,21408,30900.0,16498.0,10006,9861,26931,13577.0,E,33755,18466,7,10.0,5.0,3,3,8,5.0,6
E01013010,13821,32741.0,18707.0,17798,12324,20653,15307.0,E,33755,20189,5,10.0,6.0,6,4,7,5.0,6
E01013011,22233,31826.0,18707.0,16978,12040,25649,17202.0,E,33755,22998,7,10.0,6.0,6,4,8,6.0,7
E01013012,11136,20401.0,23805.0,32445,6018,27354,28310.0,E,33755,29843,4,7.0,8.0,10,2,9,9.0,9
E01013013,16469,32941.0,18707.0,18852,13229,23735,10741.0,E,33755,22086,5,10.0,6.0,6,4,8,4.0,7
E01013014,24305,33428.0,18707.0,15815,13940,24382,16087.0,E,33755,26399,8,10.0,6.0,5,5,8,5.0,8
E01013015,2888,14875.0,23805.0,23415,1966,29577,17320.0,E,33755,16422,1,5.0,8.0,7,1,9,6.0,5
E01013016,2970,1285.0,23805.0,30509,3633,29712,27052.0,E,33755,24892,1,1.0,8.0,10,2,9,9.0,8
E01013017,9787,15630.0,17166.0,15268,2782,29703,15999.0,E,33755,11890,3,5.0,6.0,5,1,9,5.0,4
E01013018,180,10077.0,8599.0,21749,1112,31763,17372.0,E,33755,13780,1,3.0,3.0,7,1,10,6.0,5
E01013019,858,863.0,14568.0,28712,553,33150,22497.0,E,33755,24699,1,1.0,5.0,9,1,10,7.0,8
E01013020,1913,439.0,23805.0,31124,211,30305,20501.0,E,33755,22827,1,1.0,8.0,10,1,9,7.0,7
E01013021,188,1504.0,8599.0,27198,1082,32023,17480.0,E,33755,16653,1,1.0,3.0,9,1,10,6.0,5
E01013022,221,550.0,21844.0,30611,1859,32391,20055.0,E,33755,24913,1,1.0,7.0,10,1,10,6.0,8
E01013023,548,543.0,14568.0,29737,2134,32760,25277.0,E,33755,25475,1,1.0,5.0,9,1,10,8.0,8
E01013024,435,6284.0,14568.0,23239,4479,32840,16159.0,E,33755,18734,1,2.0,5.0,7,2,10,5.0,6
E01013025,705,1335.0,23805.0,24519,718,33220,18025.0,E,33755,23181,1,1.0,8.0,8,1,10,6.0,7
E01013026,265,5780.0,14568.0,23461,667,32300,16070.0,E,33755,16202,1,2.0,5.0,7,1,10,5.0,5
E01013027,9818,22239.0,17166.0,19172,6630,28560,17272.0,E,33755,14931,3,7.0,6.0,6,2,9,6.0,5
E01013028,2132,7729.0,7905.0,27664,5094,29984,21769.0,E,33755,16562,1,3.0,3.0,9,2,9,7.0,5
E01013029,620,19839.0,7408.0,18762,2568,31991,7667.0,E,33755,12759,1,6.0,3.0,6,1,10,3.0,4
E01013030,1612,9080.0,7408.0,25305,3403,30835,16535.0,E,33755,13688,1,3.0,3.0,8,2,10,5.0,5
E01013031,10242,18703.0,8599.0,25613,6592,28128,26114.0,E,33755,19333,4,6.0,3.0,8,2,9,8.0,6
E01013032,10819,21924.0,8599.0,24133,5906,27857,27092.0,E,33755,19918,4,7.0,3.0,8,2,9,9.0,6
E01013033,3354,5771.0,7905.0,24414,1219,28924,20280.0,E,33755,11350,1,2.0,3.0,8,1,9,7.0,4
E01013034,1308,10682.0,14568.0,31185,1765,31453,22969.0,E,33755,24588,1,4.0,5.0,10,1,10,7.0,8
E01013035,1670,18016.0,14568.0,32447,3534,30247,28027.0,E,33755,28666,1,6.0,5.0,10,2,9,9.0,9
E01013036,31326,31753.0,18707.0,10197,32279,23718,12530.0,E,33755,30378,10,10.0,6.0,4,10,8,4.0,9
E01013037,24186,33163.0,27352.0,21850,22400,15959,19522.0,E,33755,28985,8,10.0,9.0,7,7,5,6.0,9
E01013038,28884,31857.0,949.0,5464,31880,23103,6607.0,E,33755,25161,9,10.0,1.0,2,10,7,2.0,8
E01013039,14030,21828.0,17166.0,21523,27522,25715,24546.0,E,33755,23358,5,7.0,6.0,7,9,8,8.0,7
E01013040,25799,31926.0,27352.0,19690,26225,21586,20742.0,E,33755,29360,8,10.0,9.0,6,8,7,7.0,9
E01013041,30349,29401.0,16498.0,12616,32204,24699,22821.0,E,33755,30365,9,9.0,5.0,4,10,8,7.0,9
E01013042,17112,24984.0,27352.0,32662,28351,26977,31390.0,E,33755,33400,6,8.0,9.0,10,9,8,10.0,10
E01013043,15883,32557.0,27352.0,26250,18556,27465,32553.0,E,33755,33118,5,10.0,9.0,8,6,9,10.0,10
E01013044,21504,26319.0,27352.0,31058,18084,28109,29806.0,E,33755,32374,7,8.0,9.0,10,6,9,9.0,10
E01013045,24438,32227.0,9458.0,5731,26100,20743,6525.0,E,33755,18990,8,10.0,3.0,2,8,7,2.0,6
E01013046,23875,16383.0,5418.0,20996,2740,32942,20537.0,E,33755,24239,8,5.0,2.0,7,1,10,7.0,8
E01013047,18029,21896.0,5418.0,13179,2342,33027,8605.0,E,33755,18594,6,7.0,2.0,4,1,10,3.0,6
E01013048,9927,5901.0,7905.0,25123,1074,32739,15635.0,E,33755,18868,3,2.0,3.0,8,1,10,5.0,6
E01013049,28580,26985.0,5418.0,10603,2855,32950,10950.0,E,33755,24395,9,8.0,2.0,4,1,10,4.0,8
E01013050,11393,9969.0,5418.0,19665,1604,32852,22617.0,E,33755,19975,4,3.0,2.0,6,1,10,7.0,6
E01013051,25562,27022.0,3149.0,13343,2446,32966,8700.0,E,33755,22803,8,9.0,1.0,4,1,10,3.0,7
E01013053,15674,4623.0,7408.0,25964,28735,33200,24378.0,E,33755,29798,5,2.0,3.0,8,9,10,8.0,9
E01013054,29272,8095.0,21844.0,25864,31211,33224,27676.0,E,33755,33250,9,3.0,7.0,8,10,10,9.0,10
E01013055,18327,5957.0,8599.0,20616,29630,33202,15901.0,E,33755,27337,6,2.0,3.0,7,9,10,5.0,9
E01013056,24774,9664.0,8599.0,14049,31996,33210,13756.0,E,33755,29085,8,3.0,3.0,5,10,10,5.0,9
E01013057,811,1279.0,14568.0,32906,3049,32902,30549.0,E,33755,31746,1,1.0,5.0,10,1,10,10.0,10
E01013058,10228,1138.0,14568.0,21724,27433,33221,22827.0,E,33755,27542,4,1.0,5.0,7,9,10,7.0,9
E01013059,1075,4501.0,14568.0,31119,3362,33004,27880.0,E,33755,29078,1,2.0,5.0,10,1,10,9.0,9
E01013060,736,8500.0,14568.0,30341,2947,32694,33365.0,E,33755,32324,1,3.0,5.0,9,1,10,10.0,10
E01013061,848,6462.0,8599.0,24425,3149,32347,22741.0,E,33755,18967,1,2.0,3.0,8,1,10,7.0,6
E01013062,32723,30188.0,23805.0,15590,33465,25722,18019.0,E,33755,32996,10,9.0,8.0,5,10,8,6.0,10
E01013063,24550,25673.0,23805.0,22791,31710,26986,27189.0,E,33755,31371,8,8.0,8.0,7,10,8,9.0,10
E01013064,9385,12805.0,27352.0,32993,21253,26357,31921.0,E,33755,32643,3,4.0,9.0,10,7,8,10.0,10
E01013065,13049,17398.0,17166.0,21322,23962,24388,28815.0,E,33755,22574,4,6.0,6.0,7,8,8,9.0,7
E01013066,14684,14428.0,23805.0,28261,28449,27100,31969.0,E,33755,31426,5,5.0,8.0,9,9,9,10.0,10
E01013067,15837,12854.0,27352.0,31516,28683,26126,32479.0,E,33755,32916,5,4.0,9.0,10,9,8,10.0,10
E01013068,10764,13799.0,23805.0,28618,27720,27955,30231.0,E,33755,30141,4,5.0,8.0,9,9,9,9.0,9
E01013069,21961,24186.0,18707.0,17258,29939,24302,19303.0,E,33755,23642,7,8.0,6.0,6,9,8,6.0,8
E01013070,25470,21476.0,23805.0,29066,32291,26950,31537.0,E,33755,33214,8,7.0,8.0,9,10,8,10.0,10
E01013071,31336,31874.0,9458.0,4972,33008,25065,12800.0,E,33755,30381,10,10.0,3.0,2,10,8,4.0,10
E01013072,2554,17665.0,8599.0,20834,2019,31270,9764.0,E,33755,12182,1,6.0,3.0,7,1,10,3.0,4
E01013073,957,5789.0,5759.0,26580,2438,31504,16936.0,E,33755,15098,1,2.0,2.0,8,1,10,6.0,5
E01013074,9939,3630.0,14568.0,29667,1084,29582,12723.0,E,33755,16272,3,2.0,5.0,9,1,9,4.0,5
E01013075,725,654.0,7905.0,29923,94,31287,20769.0,E,33755,18842,1,1.0,3.0,9,1,10,7.0,6
